txn_id,txn_number,store_id,txn_datetime,customer_id,payment_method,total_items,subtotal_amount,tax_amount,discount_amount,total_amount,created_at
228,TXN-000228,1,2024-07-07 09:39:55,,CASH,18,330.49,24.7,21.74,333.45,2024-07-07 09:39:55
229,TXN-000229,1,2024-07-12 11:01:11,280,CARD,9,154.1,11.93,5.01,161.02,2024-07-12 11:01:11
230,TXN-000230,1,2025-01-13 14:32:35,,EWALLET,12,246.04,19.55,1.58,264.01,2025-01-13 14:32:35
231,TXN-000231,1,2024-12-15 09:44:22,394,CARD,13,264.66,18.52,33.22,249.96,2024-12-15 09:44:22
232,TXN-000232,1,2025-03-26 14:43:19,94,CARD,5,32.93,2.63,0.12,35.44,2025-03-26 14:43:19
233,TXN-000233,1,2025-04-06 10:29:44,72,CARD,8,199.13,14.54,17.36,196.31,2025-04-06 10:29:44
234,TXN-000234,1,2024-07-23 14:49:06,495,CARD,11,300.22,24.03,0.0,324.25,2024-07-23 14:49:06
235,TXN-000235,1,2025-01-20 14:22:40,460,EWALLET,9,197.44,15.8,0.0,213.24,2025-01-20 14:22:40
236,TXN-000236,1,2024-03-27 12:42:00,466,EWALLET,6,58.08,4.54,1.26,61.36,2024-03-27 12:42:00
237,TXN-000237,1,2024-05-15 16:46:45,,CARD,11,282.64,22.62,0.0,305.26,2024-05-15 16:46:45
238,TXN-000238,1,2025-04-19 13:23:59,,EWALLET,15,327.69,25.45,9.55,343.59,2025-04-19 13:23:59
239,TXN-000239,1,2024-07-19 11:55:10,163,CARD,5,44.13,3.53,0.0,47.66,2024-07-19 11:55:10
240,TXN-000240,1,2024-07-22 13:30:33,406,CASH,11,243.51,19.19,3.59,259.11,2024-07-22 13:30:33
241,TXN-000241,1,2024-09-04 18:50:43,330,CASH,4,55.66,4.42,0.4,59.68,2024-09-04 18:50:43
242,TXN-000242,1,2024-01-11 12:23:24,,CARD,12,176.36,14.11,0.0,190.47,2024-01-11 12:23:24
243,TXN-000243,1,2024-08-02 13:02:24,487,CARD,13,269.77,21.54,0.44,290.87,2024-08-02 13:02:24
244,TXN-000244,1,2024-03-18 13:35:37,36,CARD,6,97.61,7.81,0.0,105.42,2024-03-18 13:35:37
245,TXN-000245,1,2024-10-24 10:28:27,366,EWALLET,19,301.19,23.98,1.45,323.72,2024-10-24 10:28:27
246,TXN-000246,1,2025-01-09 12:28:01,491,CARD,7,99.71,7.97,0.0,107.68,2025-01-09 12:28:01
247,TXN-000247,1,2025-03-13 15:53:03,,EWALLET,18,458.84,36.25,5.7,489.39,2025-03-13 15:53:03
248,TXN-000248,1,2024-12-14 11:42:36,118,CASH,8,182.86,13.12,18.88,177.1,2024-12-14 11:42:36
249,TXN-000249,1,2024-06-07 10:45:07,99,CARD,15,195.22,15.61,0.0,210.83,2024-06-07 10:45:07
250,TXN-000250,1,2024-06-30 15:35:30,,CARD,13,287.95,21.63,17.68,291.9,2024-06-30 15:35:30
251,TXN-000251,1,2024-05-06 14:59:04,378,CARD,5,77.79,6.08,1.66,82.21,2024-05-06 14:59:04
252,TXN-000252,1,2024-09-21 15:09:08,,EWALLET,18,283.02,21.41,15.29,289.14,2024-09-21 15:09:08
253,TXN-000253,1,2024-01-10 18:31:40,263,CARD,11,120.16,9.51,1.27,128.4,2024-01-10 18:31:40
254,TXN-000254,1,2024-08-19 12:51:49,,CASH,6,155.94,12.47,0.0,168.41,2024-08-19 12:51:49
255,TXN-000255,1,2024-08-17 11:21:54,97,EWALLET,9,206.43,15.88,7.81,214.5,2024-08-17 11:21:54
256,TXN-000256,1,2025-02-21 16:33:46,327,CARD,10,165.17,13.11,1.48,176.8,2025-02-21 16:33:46
257,TXN-000257,1,2024-12-08 18:49:27,375,CARD,12,171.79,12.73,12.57,171.95,2024-12-08 18:49:27
258,TXN-000258,1,2024-11-20 12:54:16,21,CARD,11,124.57,9.94,0.27,134.24,2024-11-20 12:54:16
259,TXN-000259,1,2024-07-10 19:03:22,,CARD,4,144.7,11.1,5.97,149.83,2024-07-10 19:03:22
260,TXN-000260,1,2024-06-28 18:29:29,382,CASH,9,155.6,12.34,1.29,166.65,2024-06-28 18:29:29
261,TXN-000261,1,2025-03-04 18:15:04,,EWALLET,8,130.68,10.14,3.77,137.05,2025-03-04 18:15:04
262,TXN-000262,1,2024-01-28 11:04:45,350,CARD,10,154.99,11.03,17.03,148.99,2024-01-28 11:04:45
263,TXN-000263,1,2025-01-27 18:33:36,,CASH,7,337.36,26.98,0.0,364.34,2025-01-27 18:33:36
264,TXN-000264,1,2024-08-14 16:13:37,216,CARD,13,98.03,7.72,1.48,104.27,2024-08-14 16:13:37
265,TXN-000265,1,2024-09-22 15:13:04,,CARD,20,368.84,28.35,14.52,382.67,2024-09-22 15:13:04
266,TXN-000266,1,2024-07-27 20:26:38,197,CASH,6,63.14,4.94,1.42,66.66,2024-07-27 20:26:38
267,TXN-000267,1,2024-10-29 12:42:34,183,CARD,13,164.04,12.83,3.68,173.19,2024-10-29 12:42:34
268,TXN-000268,1,2024-06-03 18:10:19,176,CARD,4,36.58,2.89,0.56,38.91,2024-06-03 18:10:19
269,TXN-000269,1,2024-01-10 14:37:54,,EWALLET,7,239.68,19.18,0.0,258.86,2024-01-10 14:37:54
270,TXN-000270,1,2024-07-01 11:02:58,,EWALLET,14,370.75,28.88,9.8,389.83,2024-07-01 11:02:58
271,TXN-000271,1,2025-02-27 12:36:05,127,CARD,11,258.38,20.56,1.25,277.69,2025-02-27 12:36:05
272,TXN-000272,1,2025-02-27 21:15:05,,CARD,3,99.27,7.94,0.0,107.21,2025-02-27 21:15:05
273,TXN-000273,1,2024-10-17 12:43:09,,EWALLET,12,202.02,16.16,0.0,218.18,2024-10-17 12:43:09
274,TXN-000274,1,2024-07-28 22:04:26,,CASH,17,288.02,21.96,13.64,296.34,2024-07-28 22:04:26
275,TXN-000275,1,2024-07-28 17:32:09,427,CARD,17,210.84,15.21,20.74,205.31,2024-07-28 17:32:09
276,TXN-000276,1,2024-12-18 11:24:42,220,CARD,9,121.61,9.29,5.44,125.46,2024-12-18 11:24:42
277,TXN-000277,1,2024-01-05 14:51:59,129,EWALLET,8,264.0,21.08,0.5,284.58,2024-01-05 14:51:59
278,TXN-000278,1,2024-04-25 08:52:14,369,CASH,10,244.24,19.48,0.64,263.08,2024-04-25 08:52:14
279,TXN-000279,1,2024-04-19 13:13:01,36,CASH,4,23.33,1.78,0.99,24.12,2024-04-19 13:13:01
280,TXN-000280,1,2024-03-06 16:58:29,,CARD,5,17.4,1.39,0.0,18.79,2024-03-06 16:58:29
281,TXN-000281,1,2024-07-23 17:18:28,,CARD,8,56.76,4.55,0.0,61.31,2024-07-23 17:18:28
282,TXN-000282,1,2024-02-04 16:34:01,221,CARD,18,259.38,19.81,11.78,267.41,2024-02-04 16:34:01
283,TXN-000283,1,2024-03-08 13:16:45,70,CARD,5,132.68,10.62,0.0,143.3,2024-03-08 13:16:45
284,TXN-000284,1,2024-05-09 14:10:39,218,CARD,11,272.61,21.45,4.41,289.65,2024-05-09 14:10:39
285,TXN-000285,1,2025-01-13 09:52:48,143,CARD,8,161.31,12.91,0.0,174.22,2025-01-13 09:52:48
286,TXN-000286,1,2024-04-23 14:47:42,,CARD,16,346.76,27.46,3.36,370.86,2024-04-23 14:47:42
287,TXN-000287,1,2024-02-01 19:11:58,,CARD,3,20.93,1.59,1.05,21.47,2024-02-01 19:11:58
288,TXN-000288,1,2024-07-15 17:21:28,479,EWALLET,5,178.11,14.25,0.0,192.36,2024-07-15 17:21:28
289,TXN-000289,1,2024-07-23 17:11:52,235,CARD,8,181.3,14.19,3.9,191.59,2024-07-23 17:11:52
290,TXN-000290,1,2024-02-16 14:52:04,416,CARD,3,49.31,3.95,0.0,53.26,2024-02-16 14:52:04
291,TXN-000291,1,2024-06-29 17:06:58,328,CARD,14,368.92,27.78,21.81,374.89,2024-06-29 17:06:58
292,TXN-000292,1,2024-06-30 11:03:02,432,CARD,20,501.99,38.6,19.44,521.15,2024-06-30 11:03:02
293,TXN-000293,1,2025-03-22 13:49:59,,CARD,17,273.2,20.36,18.72,274.84,2025-03-22 13:49:59
294,TXN-000294,1,2025-01-29 14:41:42,,CARD,7,212.71,17.02,0.0,229.73,2025-01-29 14:41:42
295,TXN-000295,1,2025-02-07 12:52:52,112,CASH,7,311.03,24.19,8.6,326.62,2025-02-07 12:52:52
296,TXN-000296,1,2024-09-02 20:09:17,,CARD,4,46.34,3.64,0.84,49.14,2024-09-02 20:09:17
297,TXN-000297,1,2025-01-02 13:45:37,133,CARD,4,37.03,2.96,0.0,39.99,2025-01-02 13:45:37
298,TXN-000298,1,2024-12-08 14:06:59,414,CASH,12,241.67,19.32,0.24,260.75,2024-12-08 14:06:59
299,TXN-000299,1,2024-04-15 16:13:15,,EWALLET,4,149.84,11.99,0.0,161.83,2024-04-15 16:13:15
300,TXN-000300,1,2024-10-08 21:18:23,491,CARD,5,106.68,8.53,0.0,115.21,2024-10-08 21:18:23
301,TXN-000301,1,2024-03-14 15:55:35,,CARD,11,310.04,24.41,5.0,329.45,2024-03-14 15:55:35
302,TXN-000302,1,2024-05-10 15:05:19,375,EWALLET,12,216.43,17.3,0.0,233.73,2024-05-10 15:05:19
303,TXN-000303,1,2024-07-28 20:47:47,,CARD,11,316.88,23.75,19.94,320.69,2024-07-28 20:47:47
304,TXN-000304,1,2024-05-17 20:16:28,497,CASH,13,202.22,15.73,5.57,212.38,2024-05-17 20:16:28
305,TXN-000305,1,2024-08-24 12:21:42,408,CARD,16,464.01,36.68,5.48,495.21,2024-08-24 12:21:42
306,TXN-000306,1,2024-02-16 14:52:27,,CARD,10,145.73,11.55,1.31,155.97,2024-02-16 14:52:27
307,TXN-000307,1,2024-10-10 14:45:25,,CASH,14,204.66,16.37,0.0,221.03,2024-10-10 14:45:25
308,TXN-000308,1,2025-03-23 17:23:29,478,CARD,8,276.68,21.9,3.07,295.51,2025-03-23 17:23:29
309,TXN-000309,1,2024-12-31 16:14:47,,EWALLET,13,415.41,32.82,5.2,443.03,2024-12-31 16:14:47
310,TXN-000310,1,2025-03-13 17:06:20,325,CARD,7,59.22,4.73,0.0,63.95,2025-03-13 17:06:20
311,TXN-000311,1,2024-05-24 21:08:05,,CARD,15,288.6,22.81,3.32,308.09,2024-05-24 21:08:05
312,TXN-000312,1,2024-11-28 18:38:28,129,CASH,9,164.88,13.19,0.0,178.07,2024-11-28 18:38:28
313,TXN-000313,1,2024-10-20 21:55:58,251,CARD,15,282.32,22.18,5.1,299.4,2024-10-20 21:55:58
314,TXN-000314,1,2025-02-04 15:12:10,,EWALLET,9,160.26,12.74,1.08,171.92,2025-02-04 15:12:10
315,TXN-000315,1,2025-01-31 14:27:55,,CARD,7,209.74,16.78,0.0,226.52,2025-01-31 14:27:55
316,TXN-000316,1,2024-02-05 22:37:12,178,CASH,6,78.86,6.31,0.0,85.17,2024-02-05 22:37:12
317,TXN-000317,1,2024-12-03 16:32:54,220,EWALLET,10,187.57,14.98,0.48,202.07,2024-12-03 16:32:54
318,TXN-000318,1,2024-01-30 18:06:20,399,CARD,5,70.47,5.63,0.0,76.1,2024-01-30 18:06:20
319,TXN-000319,1,2024-02-11 08:39:36,139,CASH,20,280.98,20.68,22.39,279.27,2024-02-11 08:39:36
320,TXN-000320,1,2024-04-12 18:13:17,372,CARD,3,108.22,8.66,0.0,116.88,2024-04-12 18:13:17
321,TXN-000321,1,2024-11-07 14:34:56,,EWALLET,4,125.18,9.52,6.26,128.44,2024-11-07 14:34:56
322,TXN-000322,1,2024-10-16 15:03:08,286,CARD,10,178.72,14.3,0.06,192.96,2024-10-16 15:03:08
323,TXN-000323,1,2025-04-03 18:08:12,39,EWALLET,9,124.82,9.92,0.9,133.84,2025-04-03 18:08:12
324,TXN-000324,1,2024-10-15 15:17:47,477,CASH,8,256.56,20.53,0.0,277.09,2024-10-15 15:17:47
325,TXN-000325,1,2024-06-21 18:02:27,337,CARD,9,114.55,9.17,0.0,123.72,2024-06-21 18:02:27
326,TXN-000326,1,2024-06-23 13:01:39,,CARD,12,370.83,28.98,8.68,391.13,2024-06-23 13:01:39
327,TXN-000327,1,2024-02-23 15:54:31,444,EWALLET,9,189.89,15.04,1.92,203.01,2024-02-23 15:54:31
328,TXN-000328,1,2024-04-23 15:43:33,351,CARD,7,154.28,12.25,1.21,165.32,2024-04-23 15:43:33
329,TXN-000329,1,2025-02-24 08:46:30,,CASH,18,184.46,14.67,1.16,197.97,2025-02-24 08:46:30
330,TXN-000330,1,2024-11-08 17:38:11,,CASH,9,182.55,14.6,0.0,197.15,2024-11-08 17:38:11
331,TXN-000331,1,2024-05-23 09:37:01,122,CARD,14,275.0,21.85,1.83,295.02,2024-05-23 09:37:01
332,TXN-000332,1,2025-02-01 19:38:29,190,CARD,11,295.98,21.75,24.19,293.54,2025-02-01 19:38:29
333,TXN-000333,1,2024-12-04 13:14:16,,CARD,6,120.06,9.54,0.8,128.8,2024-12-04 13:14:16
334,TXN-000334,1,2024-04-21 12:35:57,23,CARD,12,288.19,22.7,4.4,306.49,2024-04-21 12:35:57
335,TXN-000335,1,2025-01-01 16:04:48,,CASH,4,26.93,2.16,0.0,29.09,2025-01-01 16:04:48
336,TXN-000336,1,2024-12-01 11:48:00,188,EWALLET,17,224.26,17.28,8.3,233.24,2024-12-01 11:48:00
337,TXN-000337,1,2024-12-22 17:51:48,439,CARD,17,344.01,25.39,26.85,342.55,2024-12-22 17:51:48
338,TXN-000338,1,2025-02-19 22:25:06,,CARD,11,188.67,15.1,0.0,203.77,2025-02-19 22:25:06
339,TXN-000339,1,2024-12-20 12:42:58,104,CARD,13,237.17,18.95,0.32,255.8,2024-12-20 12:42:58
340,TXN-000340,1,2024-10-10 19:31:46,,EWALLET,2,16.83,1.35,0.0,18.18,2024-10-10 19:31:46
341,TXN-000341,1,2025-01-19 18:55:47,,CASH,10,224.65,17.54,5.41,236.78,2025-01-19 18:55:47
342,TXN-000342,1,2025-03-15 10:18:14,,EWALLET,14,274.42,21.06,11.33,284.15,2025-03-15 10:18:14
343,TXN-000343,1,2025-01-07 13:01:30,,EWALLET,4,92.96,7.43,0.0,100.39,2025-01-07 13:01:30
344,TXN-000344,1,2024-02-29 16:21:36,,EWALLET,8,168.63,13.2,3.63,178.2,2024-02-29 16:21:36
345,TXN-000345,1,2025-05-04 14:09:37,431,CARD,9,86.3,6.8,1.24,91.86,2025-05-04 14:09:37
346,TXN-000346,1,2024-07-09 22:18:53,,CARD,6,108.62,8.69,0.0,117.31,2024-07-09 22:18:53
347,TXN-000347,1,2024-10-24 18:38:24,233,CARD,9,266.28,21.03,3.48,283.83,2024-10-24 18:38:24
348,TXN-000348,1,2024-01-26 13:47:20,,CASH,11,165.02,13.2,0.0,178.22,2024-01-26 13:47:20
349,TXN-000349,1,2024-02-18 15:17:58,,CARD,14,173.78,13.51,4.99,182.3,2024-02-18 15:17:58
350,TXN-000350,1,2024-12-11 10:54:23,421,CARD,3,67.68,5.41,0.0,73.09,2024-12-11 10:54:23
351,TXN-000351,1,2024-01-29 13:22:15,,EWALLET,16,546.05,43.13,6.88,582.3,2024-01-29 13:22:15
352,TXN-000352,1,2025-04-22 18:35:35,178,CARD,6,26.76,2.1,0.45,28.41,2025-04-22 18:35:35
353,TXN-000353,1,2024-02-10 14:09:52,,CARD,5,92.13,6.78,7.42,91.49,2024-02-10 14:09:52
354,TXN-000354,1,2025-03-16 14:57:08,272,CASH,18,253.63,18.15,26.82,244.96,2025-03-16 14:57:08
355,TXN-000355,1,2024-06-18 17:13:23,,CARD,13,267.01,20.8,7.0,280.81,2024-06-18 17:13:23
356,TXN-000356,1,2024-03-18 19:02:12,,CARD,7,24.69,1.98,0.0,26.67,2024-03-18 19:02:12
357,TXN-000357,1,2025-04-30 16:57:25,312,EWALLET,8,177.84,14.23,0.0,192.07,2025-04-30 16:57:25
358,TXN-000358,1,2024-01-27 18:14:58,,CARD,17,293.89,23.46,0.46,316.89,2024-01-27 18:14:58
359,TXN-000359,1,2024-03-25 11:54:47,395,EWALLET,8,156.33,12.51,0.0,168.84,2024-03-25 11:54:47
360,TXN-000360,1,2024-08-05 19:14:02,190,CARD,7,105.62,8.41,0.47,113.56,2024-08-05 19:14:02
361,TXN-000361,1,2024-12-11 13:06:33,375,CASH,15,140.04,10.99,2.92,148.11,2024-12-11 13:06:33
362,TXN-000362,1,2025-02-22 19:25:31,208,EWALLET,18,366.29,29.3,0.0,395.59,2025-02-22 19:25:31
363,TXN-000363,1,2024-10-28 14:00:33,,CASH,7,101.31,8.11,0.0,109.42,2024-10-28 14:00:33
364,TXN-000364,1,2024-11-01 14:00:29,441,CASH,7,76.24,6.06,0.54,81.76,2024-11-01 14:00:29
365,TXN-000365,1,2024-07-09 08:17:35,,CARD,3,104.38,8.18,2.1,110.46,2024-07-09 08:17:35
366,TXN-000366,1,2024-06-09 08:17:34,372,EWALLET,13,237.58,19.0,0.0,256.58,2024-06-09 08:17:34
367,TXN-000367,1,2024-09-11 15:21:11,177,CARD,7,104.82,8.32,0.84,112.3,2024-09-11 15:21:11
368,TXN-000368,1,2025-02-01 18:59:24,10,CARD,21,358.53,26.26,30.23,354.56,2025-02-01 18:59:24
369,TXN-000369,1,2025-01-19 16:08:53,261,EWALLET,20,282.55,21.57,12.85,291.27,2025-01-19 16:08:53
370,TXN-000370,1,2025-04-05 17:33:32,479,CASH,14,338.1,24.86,27.19,335.77,2025-04-05 17:33:32
371,TXN-000371,1,2024-07-02 22:02:01,460,CARD,17,308.35,24.67,0.0,333.02,2024-07-02 22:02:01
372,TXN-000372,1,2024-08-09 09:27:02,,CASH,11,199.18,15.82,1.44,213.56,2024-08-09 09:27:02
373,TXN-000373,1,2025-05-17 09:36:05,,CARD,17,268.96,20.71,10.02,279.65,2025-05-17 09:36:05
374,TXN-000374,1,2025-02-12 15:26:36,380,CASH,10,87.39,6.93,0.84,93.48,2025-02-12 15:26:36
375,TXN-000375,1,2025-03-10 13:24:21,96,CARD,4,23.76,1.9,0.0,25.66,2025-03-10 13:24:21
376,TXN-000376,1,2024-03-12 19:18:26,,CARD,7,107.48,8.6,0.0,116.08,2024-03-12 19:18:26
377,TXN-000377,1,2025-01-21 16:32:05,,EWALLET,8,227.59,18.17,0.58,245.18,2025-01-21 16:32:05
378,TXN-000378,1,2025-01-19 09:33:20,198,EWALLET,11,340.76,27.27,0.0,368.03,2025-01-19 09:33:20
379,TXN-000379,1,2024-04-26 12:35:49,,CARD,8,182.7,14.43,2.32,194.81,2024-04-26 12:35:49
380,TXN-000380,1,2024-05-26 10:13:52,,CARD,12,193.59,13.23,28.21,178.61,2024-05-26 10:13:52
381,TXN-000381,1,2024-02-18 11:30:07,384,EWALLET,10,253.39,17.81,30.67,240.53,2024-02-18 11:30:07
382,TXN-000382,1,2024-06-07 19:37:45,,CARD,11,158.27,12.58,0.98,169.87,2024-06-07 19:37:45
383,TXN-000383,1,2025-02-18 09:44:14,118,CARD,4,99.12,7.93,0.0,107.05,2025-02-18 09:44:14
384,TXN-000384,1,2024-04-23 18:52:04,436,CARD,13,181.72,14.49,0.55,195.66,2024-04-23 18:52:04
385,TXN-000385,1,2024-07-05 17:01:51,,CARD,10,118.47,9.48,0.0,127.95,2024-07-05 17:01:51
386,TXN-000386,1,2025-03-17 18:06:27,,CASH,7,196.39,14.96,9.4,201.95,2025-03-17 18:06:27
387,TXN-000387,1,2024-04-05 18:13:53,,CASH,6,47.22,3.78,0.0,51.0,2024-04-05 18:13:53
388,TXN-000388,1,2024-05-15 10:38:25,405,CARD,6,126.57,10.13,0.0,136.7,2024-05-15 10:38:25
389,TXN-000389,1,2024-06-30 18:45:16,,CARD,16,409.94,32.09,8.72,433.31,2024-06-30 18:45:16
390,TXN-000390,1,2024-07-25 16:54:02,,CARD,6,100.35,8.03,0.0,108.38,2024-07-25 16:54:02
391,TXN-000391,1,2024-03-04 14:40:40,6,CARD,7,124.04,9.93,0.0,133.97,2024-03-04 14:40:40
392,TXN-000392,1,2024-04-20 16:09:56,290,EWALLET,8,198.73,15.56,4.3,209.99,2024-04-20 16:09:56
393,TXN-000393,1,2024-01-23 08:10:16,,CARD,5,203.69,15.52,9.75,209.46,2024-01-23 08:10:16
394,TXN-000394,1,2024-12-18 09:19:47,170,CARD,13,224.3,17.94,0.0,242.24,2024-12-18 09:19:47
395,TXN-000395,1,2025-05-21 13:57:36,,CARD,5,68.65,5.49,0.0,74.14,2025-05-21 13:57:36
396,TXN-000396,1,2024-02-09 20:51:03,247,CARD,5,65.71,5.16,1.11,69.76,2024-02-09 20:51:03
397,TXN-000397,1,2024-11-23 17:03:47,250,CARD,17,433.41,32.33,29.34,436.4,2024-11-23 17:03:47
398,TXN-000398,1,2024-02-11 14:05:29,,CARD,11,205.9,15.29,14.87,206.32,2024-02-11 14:05:29
399,TXN-000399,1,2024-03-21 09:41:29,,CARD,11,236.27,18.85,0.5,254.62,2024-03-21 09:41:29
400,TXN-000400,1,2024-12-04 12:02:15,1,CARD,16,373.32,29.86,0.0,403.18,2024-12-04 12:02:15
401,TXN-000401,1,2024-05-31 20:53:05,354,CARD,15,292.09,23.31,0.8,314.6,2024-05-31 20:53:05
402,TXN-000402,1,2024-03-01 13:31:27,,CASH,13,356.21,28.42,0.96,383.67,2024-03-01 13:31:27
403,TXN-000403,1,2024-01-16 15:12:58,,CARD,4,88.87,7.11,0.0,95.98,2024-01-16 15:12:58
404,TXN-000404,1,2025-05-10 16:19:37,43,CASH,17,368.77,28.59,11.43,385.93,2025-05-10 16:19:37
405,TXN-000405,1,2025-03-07 19:40:50,317,CARD,6,76.64,6.12,0.0,82.76,2025-03-07 19:40:50
406,TXN-000406,1,2025-04-27 12:06:41,53,CARD,8,173.27,13.87,0.0,187.14,2025-04-27 12:06:41
407,TXN-000407,1,2025-04-06 17:09:47,471,CARD,13,257.9,19.73,11.12,266.51,2025-04-06 17:09:47
408,TXN-000408,1,2025-02-17 16:03:39,,CARD,6,97.34,7.71,0.96,104.09,2025-02-17 16:03:39
409,TXN-000409,1,2024-09-19 18:35:37,242,EWALLET,8,86.81,6.88,0.81,92.88,2024-09-19 18:35:37
410,TXN-000410,1,2025-05-22 09:09:12,,EWALLET,4,91.55,7.2,1.62,97.13,2025-05-22 09:09:12
411,TXN-000411,1,2025-03-11 12:31:05,352,CARD,9,148.17,11.86,0.0,160.03,2025-03-11 12:31:05
412,TXN-000412,1,2024-10-24 15:23:28,,CARD,8,158.82,12.24,5.76,165.3,2024-10-24 15:23:28
413,TXN-000413,1,2024-09-06 15:22:57,,CARD,4,97.72,7.82,0.0,105.54,2024-09-06 15:22:57
414,TXN-000414,1,2024-11-11 16:54:51,298,CARD,12,165.7,13.27,0.0,178.97,2024-11-11 16:54:51
415,TXN-000415,1,2024-10-19 14:14:14,,CARD,13,349.71,26.27,21.52,354.46,2024-10-19 14:14:14
416,TXN-000416,1,2024-05-20 14:06:17,411,CARD,8,138.62,10.99,1.24,148.37,2024-05-20 14:06:17
417,TXN-000417,1,2024-03-28 18:05:04,357,CARD,9,143.2,11.38,0.86,153.72,2024-03-28 18:05:04
418,TXN-000418,1,2024-09-26 13:58:23,,EWALLET,6,164.63,12.6,7.11,170.12,2024-09-26 13:58:23
419,TXN-000419,1,2024-03-20 08:15:43,66,CARD,5,88.7,7.1,0.0,95.8,2024-03-20 08:15:43
420,TXN-000420,1,2024-03-07 13:42:21,,CARD,12,234.99,18.8,0.0,253.79,2024-03-07 13:42:21
421,TXN-000421,1,2024-12-18 16:18:17,61,CARD,6,213.23,16.89,2.1,228.02,2024-12-18 16:18:17
422,TXN-000422,1,2024-09-03 19:03:08,,CASH,2,25.86,1.97,1.18,26.65,2024-09-03 19:03:08
423,TXN-000423,1,2024-08-01 18:33:25,,CARD,14,475.18,37.59,5.28,507.49,2024-08-01 18:33:25
424,TXN-000424,1,2024-09-24 09:42:55,,CARD,5,149.47,11.71,3.14,158.04,2024-09-24 09:42:55
425,TXN-000425,1,2025-03-02 10:54:20,39,CARD,13,167.61,13.05,4.56,176.1,2025-03-02 10:54:20
426,TXN-000426,1,2024-06-19 08:53:20,285,CARD,10,120.06,9.6,0.0,129.66,2024-06-19 08:53:20
427,TXN-000427,1,2024-03-23 08:01:26,,CARD,19,304.33,22.02,29.18,297.17,2024-03-23 08:01:26
428,TXN-000428,1,2024-02-13 19:14:52,457,CARD,5,126.08,9.71,4.81,130.98,2024-02-13 19:14:52
429,TXN-000429,1,2024-10-29 13:29:39,219,CARD,10,180.78,14.46,0.0,195.24,2024-10-29 13:29:39
430,TXN-000430,1,2024-06-10 13:39:27,,CARD,3,86.38,6.68,2.83,90.23,2024-06-10 13:39:27
431,TXN-000431,1,2024-03-04 14:50:44,,CARD,4,169.06,13.53,0.0,182.59,2024-03-04 14:50:44
432,TXN-000432,1,2024-04-26 10:53:18,,CARD,6,88.85,7.11,0.0,95.96,2024-04-26 10:53:18
433,TXN-000433,1,2025-03-01 12:22:22,,CARD,8,95.14,7.06,6.83,95.37,2025-03-01 12:22:22
434,TXN-000434,1,2024-08-10 12:11:22,367,CASH,8,165.29,12.58,8.11,169.76,2024-08-10 12:11:22
435,TXN-000435,1,2024-12-03 11:32:53,,CASH,5,31.52,2.53,0.0,34.05,2024-12-03 11:32:53
436,TXN-000436,1,2025-04-27 18:08:14,337,CARD,11,123.52,9.79,1.16,132.15,2025-04-27 18:08:14
437,TXN-000437,1,2024-06-16 11:27:07,,CARD,22,330.16,25.12,16.08,339.2,2024-06-16 11:27:07
438,TXN-000438,1,2025-01-31 16:39:42,347,CARD,6,85.97,6.87,0.0,92.84,2025-01-31 16:39:42
439,TXN-000439,1,2024-07-27 16:53:53,154,CASH,12,278.65,21.17,14.1,285.72,2024-07-27 16:53:53
440,TXN-000440,1,2024-10-06 16:19:31,,CARD,14,251.53,18.78,16.69,253.62,2024-10-06 16:19:31
441,TXN-000441,1,2024-01-17 20:39:23,,CARD,10,166.08,13.15,1.68,177.55,2024-01-17 20:39:23
442,TXN-000442,1,2025-04-14 13:29:12,359,EWALLET,19,241.8,19.34,0.0,261.14,2025-04-14 13:29:12
443,TXN-000443,1,2025-05-05 09:11:04,466,CARD,4,110.78,8.42,5.55,113.65,2025-05-05 09:11:04
444,TXN-000444,1,2024-06-12 17:23:54,355,CASH,2,71.81,5.58,2.07,75.32,2024-06-12 17:23:54
445,TXN-000445,1,2025-03-26 17:27:23,,CASH,5,71.85,5.64,1.32,76.17,2025-03-26 17:27:23
446,TXN-000446,1,2024-03-01 09:52:42,,CARD,6,118.64,9.5,0.0,128.14,2024-03-01 09:52:42
447,TXN-000447,1,2025-02-24 14:59:44,,CARD,7,133.75,10.39,3.9,140.24,2025-02-24 14:59:44
448,TXN-000448,1,2025-03-08 13:19:25,184,CARD,19,328.33,24.18,26.34,326.17,2025-03-08 13:19:25
449,TXN-000449,1,2025-02-07 21:40:32,,CASH,4,94.7,7.32,3.24,98.78,2025-02-07 21:40:32
450,TXN-000450,1,2024-07-07 20:23:59,232,EWALLET,9,105.48,7.14,16.21,96.41,2024-07-07 20:23:59
451,TXN-000451,1,2024-04-12 17:01:33,143,CARD,8,29.81,2.38,0.12,32.07,2024-04-12 17:01:33
452,TXN-000452,1,2024-06-26 14:10:13,98,CARD,16,258.05,19.84,9.95,267.94,2024-06-26 14:10:13
453,TXN-000453,1,2025-02-04 18:30:38,,CARD,7,160.52,12.85,0.0,173.37,2025-02-04 18:30:38
454,TXN-000454,1,2025-05-21 13:59:49,190,CARD,13,364.87,29.02,2.28,391.61,2025-05-21 13:59:49
455,TXN-000455,1,2024-05-06 16:15:26,,CARD,11,265.63,21.25,0.0,286.88,2024-05-06 16:15:26
