txn_line_id,txn_id,txn_number,line_number,product_id,product_sku,product_name,category,base_unit_price,sale_unit_price,quantity,line_base_amount,line_sale_amount,line_discount_amount,tax_rate_pct,tax_amount,promotion_code,created_at
164,34,TXN-000034,2,51,SKU-00051,GardenFresh Apples,Produce,27.72,27.72,3,83.16,83.16,0.0,8.0,6.65,,2024-09-21 15:15:31
165,34,TXN-000034,3,18,SKU-00018,MilkyWay Yogurt,Dairy,9.35,9.35,1,9.35,9.35,0.0,8.0,0.75,,2024-09-21 15:15:31
166,34,TXN-000034,4,92,SKU-00092,HarmonyCare Shampoo,Personal Care,4.93,4.68,1,4.93,4.68,0.25,8.0,0.37,WEEKEND5,2024-09-21 15:15:31
167,34,TXN-000034,5,38,SKU-00038,DailyBake Croissant,Bakery,21.83,21.83,3,65.49,65.49,0.0,8.0,5.24,,2024-09-21 15:15:31
168,34,TXN-000034,6,44,SKU-00044,CrunchyBite Potato Chips,Snacks,16.23,14.61,4,64.92,58.44,6.48,8.0,4.68,PROMO10,2024-09-21 15:15:31
169,34,TXN-000034,7,6,SKU-00006,GoldenLoaf White Bread,Bakery,26.17,24.86,1,26.17,24.86,1.31,8.0,1.99,WEEKEND5,2024-09-21 15:15:31
170,34,TXN-000034,8,135,SKU-00135,CoolSip Orange Juice,Beverages,15.99,15.99,3,47.97,47.97,0.0,8.0,3.84,,2024-09-21 15:15:31
171,34,TXN-000034,9,63,SKU-00063,CleanHome Trash Bags,Household,7.17,6.81,2,14.34,13.62,0.72,8.0,1.09,WEEKEND5,2024-09-21 15:15:31
172,35,TXN-000035,1,110,SKU-00110,HarmonyCare Hand Soap,Personal Care,13.61,13.61,2,27.22,27.22,0.0,8.0,2.18,,2024-03-26 19:50:50
173,35,TXN-000035,2,17,SKU-00017,ButcherSelect Chicken Breast,Meat,18.3,18.3,2,36.6,36.6,0.0,8.0,2.93,,2024-03-26 19:50:50
174,35,TXN-000035,3,79,SKU-00079,CitrusBurst Green Tea,Beverages,10.09,10.09,4,40.36,40.36,0.0,8.0,3.23,,2024-03-26 19:50:50
175,35,TXN-000035,4,5,SKU-00005,GreenFields Apples,Produce,1.64,1.64,1,1.64,1.64,0.0,8.0,0.13,,2024-03-26 19:50:50
176,36,TXN-000036,1,128,SKU-00128,FarmHouse Milk,Dairy,12.47,12.47,3,37.41,37.41,0.0,8.0,2.99,,2025-04-09 13:48:14
177,36,TXN-000036,2,20,SKU-00020,FarmHouse Yogurt,Dairy,26.18,26.18,3,78.54,78.54,0.0,8.0,6.28,,2025-04-09 13:48:14
178,36,TXN-000036,3,102,SKU-00102,MeadowFresh Cheese,Dairy,3.07,3.07,3,9.21,9.21,0.0,8.0,0.74,,2025-04-09 13:48:14
179,36,TXN-000036,4,118,SKU-00118,MeadowFresh Milk,Dairy,13.27,12.61,1,13.27,12.61,0.66,8.0,1.01,BULK5,2025-04-09 13:48:14
180,37,TXN-000037,1,51,SKU-00051,GardenFresh Apples,Produce,27.72,27.72,3,83.16,83.16,0.0,8.0,6.65,,2024-12-06 22:01:42
181,37,TXN-000037,2,50,SKU-00050,GardenFresh Lettuce,Produce,3.43,3.43,4,13.72,13.72,0.0,8.0,1.1,,2024-12-06 22:01:42
182,37,TXN-000037,3,53,SKU-00053,CitrusBurst Orange Juice,Beverages,18.99,18.99,4,75.96,75.96,0.0,8.0,6.08,,2024-12-06 22:01:42
183,37,TXN-000037,4,19,SKU-00019,FarmHouse Butter,Dairy,10.15,10.15,3,30.45,30.45,0.0,8.0,2.44,,2024-12-06 22:01:42
184,38,TXN-000038,1,15,SKU-00015,CleanHome Trash Bags,Household,25.44,21.62,1,25.44,21.62,3.82,8.0,1.73,MEMBER15,2024-07-07 12:06:25
185,38,TXN-000038,2,44,SKU-00044,CrunchyBite Potato Chips,Snacks,16.23,14.61,3,48.69,43.83,4.86,8.0,3.51,PROMO10,2024-07-07 12:06:25
186,38,TXN-000038,3,150,SKU-00150,HarmonyCare Body Wash,Personal Care,36.65,34.82,1,36.65,34.82,1.83,8.0,2.79,WEEKEND5,2024-07-07 12:06:25
187,38,TXN-000038,4,18,SKU-00018,MilkyWay Yogurt,Dairy,9.35,7.95,2,18.7,15.9,2.8,8.0,1.27,MEMBER15,2024-07-07 12:06:25
188,38,TXN-000038,5,55,SKU-00055,PrimeChoice Sausages,Meat,45.01,45.01,1,45.01,45.01,0.0,8.0,3.6,,2024-07-07 12:06:25
189,38,TXN-000038,6,53,SKU-00053,CitrusBurst Orange Juice,Beverages,18.99,18.04,3,56.97,54.12,2.85,8.0,4.33,WEEKEND5,2024-07-07 12:06:25
190,39,TXN-000039,1,133,SKU-00133,GoldenLoaf White Bread,Bakery,21.12,21.12,2,42.24,42.24,0.0,8.0,3.38,,2024-01-10 13:52:23
191,39,TXN-000039,2,76,SKU-00076,PrimeChoice Sausages,Meat,52.38,52.38,1,52.38,52.38,0.0,8.0,4.19,,2024-01-10 13:52:23
192,39,TXN-000039,3,2,SKU-00002,HappySnacks Chocolate Bar,Snacks,24.41,24.41,2,48.82,48.82,0.0,8.0,3.91,,2024-01-10 13:52:23
193,39,TXN-000039,4,101,SKU-00101,SparklePro Dishwashing Liquid,Household,24.88,24.88,1,24.88,24.88,0.0,8.0,1.99,,2024-01-10 13:52:23
194,39,TXN-000039,5,23,SKU-00023,FrostyFoods Frozen Peas,Frozen,16.85,16.85,1,16.85,16.85,0.0,8.0,1.35,,2024-01-10 13:52:23
195,40,TXN-000040,1,35,SKU-00035,PureGlow Hand Soap,Personal Care,31.36,29.79,1,31.36,29.79,1.57,8.0,2.38,BULK5,2024-01-31 11:19:12
196,40,TXN-000040,2,31,SKU-00031,FrostyFoods Frozen Peas,Frozen,28.96,28.96,3,86.88,86.88,0.0,8.0,6.95,,2024-01-31 11:19:12
197,40,TXN-000040,3,46,SKU-00046,ThirstQuench Apple Juice,Beverages,43.06,43.06,1,43.06,43.06,0.0,8.0,3.44,,2024-01-31 11:19:12
198,40,TXN-000040,4,50,SKU-00050,GardenFresh Lettuce,Produce,3.43,3.43,2,6.86,6.86,0.0,8.0,0.55,,2024-01-31 11:19:12
199,41,TXN-000041,1,21,SKU-00021,SeaHarvest Prawns,Seafood,41.36,41.36,1,41.36,41.36,0.0,8.0,3.31,,2024-07-03 15:16:17
200,41,TXN-000041,2,5,SKU-00005,GreenFields Apples,Produce,1.64,1.64,3,4.92,4.92,0.0,8.0,0.39,,2024-07-03 15:16:17
201,41,TXN-000041,3,11,SKU-00011,CleanHome Paper Towels,Household,14.55,13.82,2,29.1,27.64,1.46,8.0,2.21,BULK5,2024-07-03 15:16:17
202,41,TXN-000041,4,10,SKU-00010,DailyBake Muffins,Bakery,28.73,28.73,2,57.46,57.46,0.0,8.0,4.6,,2024-07-03 15:16:17
203,41,TXN-000041,5,34,SKU-00034,HappySnacks Potato Chips,Snacks,18.55,18.55,5,92.75,92.75,0.0,8.0,7.42,,2024-07-03 15:16:17
204,42,TXN-000042,1,105,SKU-00105,FrostyFoods Ice Cream,Frozen,16.11,16.11,2,32.22,32.22,0.0,8.0,2.58,,2025-02-17 18:00:58
205,42,TXN-000042,2,125,SKU-00125,GreenFields Apples,Produce,9.57,9.57,3,28.71,28.71,0.0,8.0,2.3,,2025-02-17 18:00:58
206,42,TXN-000042,3,24,SKU-00024,CoolSip Green Tea,Beverages,19.13,18.17,4,76.52,72.68,3.84,8.0,5.81,BULK5,2025-02-17 18:00:58
207,42,TXN-000042,4,103,SKU-00103,ArcticFresh Frozen Pizza,Frozen,31.2,31.2,1,31.2,31.2,0.0,8.0,2.5,,2025-02-17 18:00:58
208,43,TXN-000043,1,87,SKU-00087,DailyBake Muffins,Bakery,1.89,1.89,1,1.89,1.89,0.0,8.0,0.15,,2024-05-23 14:39:27
209,43,TXN-000043,2,121,SKU-00121,GardenFresh Apples,Produce,7.48,7.48,3,22.44,22.44,0.0,8.0,1.8,,2024-05-23 14:39:27
210,43,TXN-000043,3,129,SKU-00129,CitrusBurst Apple Juice,Beverages,30.45,30.45,3,91.35,91.35,0.0,8.0,7.31,,2024-05-23 14:39:27
211,43,TXN-000043,4,97,SKU-00097,GreenFields Apples,Produce,5.37,5.37,3,16.11,16.11,0.0,8.0,1.29,,2024-05-23 14:39:27
212,44,TXN-000044,1,1,SKU-00001,SparklePro Laundry Detergent,Household,7.75,7.75,1,7.75,7.75,0.0,8.0,0.62,,2024-01-03 11:35:07
213,44,TXN-000044,2,47,SKU-00047,SeaHarvest Fish Fingers,Seafood,34.55,34.55,3,103.65,103.65,0.0,8.0,8.29,,2024-01-03 11:35:07
214,45,TXN-000045,1,100,SKU-00100,SnackTime Biscuits,Snacks,29.48,28.01,1,29.48,28.01,1.47,8.0,2.24,BULK5,2025-01-28 17:39:21
215,45,TXN-000045,2,49,SKU-00049,HappySnacks Potato Chips,Snacks,5.85,5.85,4,23.4,23.4,0.0,8.0,1.87,,2025-01-28 17:39:21
216,45,TXN-000045,3,102,SKU-00102,MeadowFresh Cheese,Dairy,3.07,3.07,3,9.21,9.21,0.0,8.0,0.74,,2025-01-28 17:39:21
217,45,TXN-000045,4,77,SKU-00077,GreenFields Bananas,Produce,14.99,14.99,4,59.96,59.96,0.0,8.0,4.8,,2025-01-28 17:39:21
218,45,TXN-000045,5,98,SKU-00098,MeadowFresh Yogurt,Dairy,28.67,27.24,3,86.01,81.72,4.29,8.0,6.54,BULK5,2025-01-28 17:39:21
219,45,TXN-000045,6,16,SKU-00016,CitrusBurst Apple Juice,Beverages,9.2,9.2,3,27.6,27.6,0.0,8.0,2.21,,2025-01-28 17:39:21
220,45,TXN-000045,7,38,SKU-00038,DailyBake Croissant,Bakery,21.83,21.83,2,43.66,43.66,0.0,8.0,3.49,,2025-01-28 17:39:21
221,46,TXN-000046,1,45,SKU-00045,HappySnacks Potato Chips,Snacks,2.39,2.15,4,9.56,8.6,0.96,8.0,0.69,PROMO10,2025-05-25 19:34:52
222,46,TXN-000046,2,97,SKU-00097,GreenFields Apples,Produce,5.37,4.56,3,16.11,13.68,2.43,8.0,1.09,MEMBER15,2025-05-25 19:34:52
223,46,TXN-000046,3,37,SKU-00037,BlueOcean Salmon Fillet,Seafood,50.04,50.04,2,100.08,100.08,0.0,8.0,8.01,,2025-05-25 19:34:52
224,46,TXN-000046,4,24,SKU-00024,CoolSip Green Tea,Beverages,19.13,15.3,3,57.39,45.9,11.49,8.0,3.67,FLASH20,2025-05-25 19:34:52
225,46,TXN-000046,5,25,SKU-00025,PrimeChoice Minced Beef,Meat,16.72,16.72,2,33.44,33.44,0.0,8.0,2.68,,2025-05-25 19:34:52
226,46,TXN-000046,6,75,SKU-00075,FrostyFoods Frozen Pizza,Frozen,21.35,20.28,3,64.05,60.84,3.21,8.0,4.87,WEEKEND5,2025-05-25 19:34:52
227,46,TXN-000046,7,128,SKU-00128,FarmHouse Milk,Dairy,12.47,11.85,3,37.41,35.55,1.86,8.0,2.84,WEEKEND5,2025-05-25 19:34:52
228,46,TXN-000046,8,137,SKU-00137,GoldenLoaf Wholemeal Bread,Bakery,14.84,14.84,1,14.84,14.84,0.0,8.0,1.19,,2025-05-25 19:34:52
229,46,TXN-000046,9,54,SKU-00054,ButcherSelect Chicken Breast,Meat,33.21,33.21,1,33.21,33.21,0.0,8.0,2.66,,2025-05-25 19:34:52
230,47,TXN-000047,1,7,SKU-00007,CitrusBurst Orange Juice,Beverages,42.84,40.7,4,171.36,162.8,8.56,8.0,13.02,BULK5,2024-11-13 19:16:59
231,47,TXN-000047,2,50,SKU-00050,GardenFresh Lettuce,Produce,3.43,3.43,2,6.86,6.86,0.0,8.0,0.55,,2024-11-13 19:16:59
232,47,TXN-000047,3,136,SKU-00136,MeadowFresh Milk,Dairy,12.07,12.07,2,24.14,24.14,0.0,8.0,1.93,,2024-11-13 19:16:59
233,47,TXN-000047,4,36,SKU-00036,MeadowFresh Cheese,Dairy,35.49,35.49,3,106.47,106.47,0.0,8.0,8.52,,2024-11-13 19:16:59
234,47,TXN-000047,5,129,SKU-00129,CitrusBurst Apple Juice,Beverages,30.45,30.45,1,30.45,30.45,0.0,8.0,2.44,,2024-11-13 19:16:59
235,47,TXN-000047,6,18,SKU-00018,MilkyWay Yogurt,Dairy,9.35,9.35,1,9.35,9.35,0.0,8.0,0.75,,2024-11-13 19:16:59
236,48,TXN-000048,1,80,SKU-00080,CrunchyBite Potato Chips,Snacks,4.51,4.51,1,4.51,4.51,0.0,8.0,0.36,,2024-03-27 15:37:11
237,48,TXN-000048,2,21,SKU-00021,SeaHarvest Prawns,Seafood,41.36,39.29,1,41.36,39.29,2.07,8.0,3.14,BULK5,2024-03-27 15:37:11
238,48,TXN-000048,3,33,SKU-00033,GoldenLoaf White Bread,Bakery,21.53,21.53,1,21.53,21.53,0.0,8.0,1.72,,2024-03-27 15:37:11
239,48,TXN-000048,4,129,SKU-00129,CitrusBurst Apple Juice,Beverages,30.45,30.45,2,60.9,60.9,0.0,8.0,4.87,,2024-03-27 15:37:11
240,48,TXN-000048,5,126,SKU-00126,ThirstQuench Orange Juice,Beverages,25.36,25.36,4,101.44,101.44,0.0,8.0,8.12,,2024-03-27 15:37:11
241,48,TXN-000048,6,19,SKU-00019,FarmHouse Butter,Dairy,10.15,10.15,2,20.3,20.3,0.0,8.0,1.62,,2024-03-27 15:37:11
242,49,TXN-000049,1,131,SKU-00131,ArcticFresh Frozen Pizza,Frozen,10.99,10.44,1,10.99,10.44,0.55,8.0,0.84,WEEKEND5,2024-02-17 09:05:16
243,49,TXN-000049,2,41,SKU-00041,SparklePro Paper Towels,Household,20.31,20.31,1,20.31,20.31,0.0,8.0,1.62,,2024-02-17 09:05:16
244,49,TXN-000049,3,60,SKU-00060,PureGlow Shampoo,Personal Care,56.7,53.87,1,56.7,53.87,2.83,8.0,4.31,WEEKEND5,2024-02-17 09:05:16
245,49,TXN-000049,4,97,SKU-00097,GreenFields Apples,Produce,5.37,5.37,1,5.37,5.37,0.0,8.0,0.43,,2024-02-17 09:05:16
246,49,TXN-000049,5,10,SKU-00010,DailyBake Muffins,Bakery,28.73,28.73,1,28.73,28.73,0.0,8.0,2.3,,2024-02-17 09:05:16
247,49,TXN-000049,6,91,SKU-00091,PrimeChoice Chicken Breast,Meat,28.49,28.49,1,28.49,28.49,0.0,8.0,2.28,,2024-02-17 09:05:16
248,50,TXN-000050,1,106,SKU-00106,ThirstQuench Green Tea,Beverages,5.43,5.43,1,5.43,5.43,0.0,8.0,0.43,,2024-05-24 22:29:22
249,50,TXN-000050,2,125,SKU-00125,GreenFields Apples,Produce,9.57,9.57,1,9.57,9.57,0.0,8.0,0.77,,2024-05-24 22:29:22
250,50,TXN-000050,3,121,SKU-00121,GardenFresh Apples,Produce,7.48,7.11,1,7.48,7.11,0.37,8.0,0.57,BULK5,2024-05-24 22:29:22
251,50,TXN-000050,4,30,SKU-00030,DailyBake Muffins,Bakery,11.93,11.93,3,35.79,35.79,0.0,8.0,2.86,,2024-05-24 22:29:22
252,51,TXN-000051,1,14,SKU-00014,CleanHome Paper Towels,Household,29.38,29.38,2,58.76,58.76,0.0,8.0,4.7,,2024-07-11 15:24:53
253,51,TXN-000051,2,104,SKU-00104,ThirstQuench Apple Juice,Beverages,11.66,11.08,4,46.64,44.32,2.32,8.0,3.55,BULK5,2024-07-11 15:24:53
254,51,TXN-000051,3,11,SKU-00011,CleanHome Paper Towels,Household,14.55,14.55,2,29.1,29.1,0.0,8.0,2.33,,2024-07-11 15:24:53
255,51,TXN-000051,4,52,SKU-00052,SnackTime Potato Chips,Snacks,32.98,32.98,3,98.94,98.94,0.0,8.0,7.92,,2024-07-11 15:24:53
256,52,TXN-000052,1,77,SKU-00077,GreenFields Bananas,Produce,14.99,14.99,4,59.96,59.96,0.0,8.0,4.8,,2024-06-11 10:20:52
257,52,TXN-000052,2,35,SKU-00035,PureGlow Hand Soap,Personal Care,31.36,31.36,2,62.72,62.72,0.0,8.0,5.02,,2024-06-11 10:20:52
258,52,TXN-000052,3,2,SKU-00002,HappySnacks Chocolate Bar,Snacks,24.41,24.41,1,24.41,24.41,0.0,8.0,1.95,,2024-06-11 10:20:52
259,53,TXN-000053,1,8,SKU-00008,PureGlow Toothpaste,Personal Care,18.08,18.08,1,18.08,18.08,0.0,8.0,1.45,,2024-04-19 15:38:06
260,53,TXN-000053,2,82,SKU-00082,CrunchyBite Trail Mix,Snacks,3.36,3.36,2,6.72,6.72,0.0,8.0,0.54,,2024-04-19 15:38:06
261,53,TXN-000053,3,50,SKU-00050,GardenFresh Lettuce,Produce,3.43,3.43,1,3.43,3.43,0.0,8.0,0.27,,2024-04-19 15:38:06
262,53,TXN-000053,4,35,SKU-00035,PureGlow Hand Soap,Personal Care,31.36,31.36,2,62.72,62.72,0.0,8.0,5.02,,2024-04-19 15:38:06
263,53,TXN-000053,5,100,SKU-00100,SnackTime Biscuits,Snacks,29.48,29.48,2,58.96,58.96,0.0,8.0,4.72,,2024-04-19 15:38:06
264,54,TXN-000054,1,106,SKU-00106,ThirstQuench Green Tea,Beverages,5.43,5.43,4,21.72,21.72,0.0,8.0,1.74,,2024-06-13 13:01:54
265,54,TXN-000054,2,52,SKU-00052,SnackTime Potato Chips,Snacks,32.98,32.98,2,65.96,65.96,0.0,8.0,5.28,,2024-06-13 13:01:54
266,55,TXN-000055,1,72,SKU-00072,FrostyFoods Frozen Peas,Frozen,34.87,34.87,4,139.48,139.48,0.0,8.0,11.16,,2024-07-12 17:35:57
267,55,TXN-000055,2,17,SKU-00017,ButcherSelect Chicken Breast,Meat,18.3,17.39,2,36.6,34.78,1.82,8.0,2.78,BULK5,2024-07-12 17:35:57
268,56,TXN-000056,1,55,SKU-00055,PrimeChoice Sausages,Meat,45.01,42.76,1,45.01,42.76,2.25,8.0,3.42,BULK5,2025-05-30 18:57:53
269,56,TXN-000056,2,112,SKU-00112,CleanHome Laundry Detergent,Household,26.45,25.13,1,26.45,25.13,1.32,8.0,2.01,BULK5,2025-05-30 18:57:53
270,57,TXN-000057,1,9,SKU-00009,PrimeChoice Pork Chops,Meat,29.63,29.63,1,29.63,29.63,0.0,8.0,2.37,,2024-03-27 09:58:34
271,57,TXN-000057,2,43,SKU-00043,SeaHarvest Salmon Fillet,Seafood,64.95,64.95,1,64.95,64.95,0.0,8.0,5.2,,2024-03-27 09:58:34
272,57,TXN-000057,3,75,SKU-00075,FrostyFoods Frozen Pizza,Frozen,21.35,21.35,1,21.35,21.35,0.0,8.0,1.71,,2024-03-27 09:58:34
273,57,TXN-000057,4,56,SKU-00056,SnackTime Biscuits,Snacks,11.4,11.4,4,45.6,45.6,0.0,8.0,3.65,,2024-03-27 09:58:34
274,57,TXN-000057,5,24,SKU-00024,CoolSip Green Tea,Beverages,19.13,19.13,4,76.52,76.52,0.0,8.0,6.12,,2024-03-27 09:58:34
275,57,TXN-000057,6,25,SKU-00025,PrimeChoice Minced Beef,Meat,16.72,16.72,1,16.72,16.72,0.0,8.0,1.34,,2024-03-27 09:58:34
276,57,TXN-000057,7,136,SKU-00136,MeadowFresh Milk,Dairy,12.07,12.07,3,36.21,36.21,0.0,8.0,2.9,,2024-03-27 09:58:34
277,58,TXN-000058,1,56,SKU-00056,SnackTime Biscuits,Snacks,11.4,11.4,2,22.8,22.8,0.0,8.0,1.82,,2024-09-06 09:19:14
278,58,TXN-000058,2,134,SKU-00134,HarmonyCare Body Wash,Personal Care,8.59,8.59,1,8.59,8.59,0.0,8.0,0.69,,2024-09-06 09:19:14
279,58,TXN-000058,3,91,SKU-00091,PrimeChoice Chicken Breast,Meat,28.49,27.07,1,28.49,27.07,1.42,8.0,2.17,BULK5,2024-09-06 09:19:14
280,58,TXN-000058,4,20,SKU-00020,FarmHouse Yogurt,Dairy,26.18,26.18,3,78.54,78.54,0.0,8.0,6.28,,2024-09-06 09:19:14
281,58,TXN-000058,5,112,SKU-00112,CleanHome Laundry Detergent,Household,26.45,26.45,1,26.45,26.45,0.0,8.0,2.12,,2024-09-06 09:19:14
282,58,TXN-000058,6,65,SKU-00065,ButcherSelect Pork Chops,Meat,33.12,33.12,2,66.24,66.24,0.0,8.0,5.3,,2024-09-06 09:19:14
283,59,TXN-000059,1,32,SKU-00032,GoldenLoaf Croissant,Bakery,44.22,44.22,1,44.22,44.22,0.0,8.0,3.54,,2024-05-30 15:18:35
284,59,TXN-000059,2,41,SKU-00041,SparklePro Paper Towels,Household,20.31,20.31,1,20.31,20.31,0.0,8.0,1.62,,2024-05-30 15:18:35
285,59,TXN-000059,3,92,SKU-00092,HarmonyCare Shampoo,Personal Care,4.93,4.68,1,4.93,4.68,0.25,8.0,0.37,BULK5,2024-05-30 15:18:35
286,60,TXN-000060,1,63,SKU-00063,CleanHome Trash Bags,Household,7.17,7.17,1,7.17,7.17,0.0,8.0,0.57,,2024-02-08 17:37:49
287,60,TXN-000060,2,126,SKU-00126,ThirstQuench Orange Juice,Beverages,25.36,25.36,1,25.36,25.36,0.0,8.0,2.03,,2024-02-08 17:37:49
288,60,TXN-000060,3,43,SKU-00043,SeaHarvest Salmon Fillet,Seafood,64.95,64.95,1,64.95,64.95,0.0,8.0,5.2,,2024-02-08 17:37:49
289,60,TXN-000060,4,80,SKU-00080,CrunchyBite Potato Chips,Snacks,4.51,4.28,4,18.04,17.12,0.92,8.0,1.37,BULK5,2024-02-08 17:37:49
290,61,TXN-000061,1,114,SKU-00114,FrostyFoods Frozen Pizza,Frozen,35.1,35.1,4,140.4,140.4,0.0,8.0,11.23,,2025-05-15 11:19:56
291,61,TXN-000061,2,135,SKU-00135,CoolSip Orange Juice,Beverages,15.99,15.99,2,31.98,31.98,0.0,8.0,2.56,,2025-05-15 11:19:56
292,61,TXN-000061,3,131,SKU-00131,ArcticFresh Frozen Pizza,Frozen,10.99,10.99,3,32.97,32.97,0.0,8.0,2.64,,2025-05-15 11:19:56
293,61,TXN-000061,4,120,SKU-00120,GoldenLoaf Wholemeal Bread,Bakery,23.58,22.4,2,47.16,44.8,2.36,8.0,3.58,BULK5,2025-05-15 11:19:56
294,61,TXN-000061,5,136,SKU-00136,MeadowFresh Milk,Dairy,12.07,12.07,2,24.14,24.14,0.0,8.0,1.93,,2025-05-15 11:19:56
295,61,TXN-000061,6,96,SKU-00096,FarmHouse Yogurt,Dairy,4.82,4.82,1,4.82,4.82,0.0,8.0,0.39,,2025-05-15 11:19:56
296,61,TXN-000061,7,122,SKU-00122,PureGlow Shampoo,Personal Care,25.27,25.27,2,50.54,50.54,0.0,8.0,4.04,,2025-05-15 11:19:56
297,62,TXN-000062,1,99,SKU-00099,FarmHouse Butter,Dairy,32.85,32.85,3,98.55,98.55,0.0,8.0,7.88,,2024-08-02 18:33:34
298,62,TXN-000062,2,95,SKU-00095,FarmHouse Yogurt,Dairy,6.68,6.35,3,20.04,19.05,0.99,8.0,1.52,BULK5,2024-08-02 18:33:34
299,62,TXN-000062,3,32,SKU-00032,GoldenLoaf Croissant,Bakery,44.22,44.22,2,88.44,88.44,0.0,8.0,7.08,,2024-08-02 18:33:34
300,62,TXN-000062,4,121,SKU-00121,GardenFresh Apples,Produce,7.48,7.48,2,14.96,14.96,0.0,8.0,1.2,,2024-08-02 18:33:34
301,63,TXN-000063,1,67,SKU-00067,SeaHarvest Prawns,Seafood,23.9,23.9,1,23.9,23.9,0.0,8.0,1.91,,2024-05-17 13:58:05
302,63,TXN-000063,2,125,SKU-00125,GreenFields Apples,Produce,9.57,9.57,4,38.28,38.28,0.0,8.0,3.06,,2024-05-17 13:58:05
303,63,TXN-000063,3,46,SKU-00046,ThirstQuench Apple Juice,Beverages,43.06,43.06,3,129.18,129.18,0.0,8.0,10.33,,2024-05-17 13:58:05
304,63,TXN-000063,4,102,SKU-00102,MeadowFresh Cheese,Dairy,3.07,3.07,1,3.07,3.07,0.0,8.0,0.25,,2024-05-17 13:58:05
305,63,TXN-000063,5,5,SKU-00005,GreenFields Apples,Produce,1.64,1.64,1,1.64,1.64,0.0,8.0,0.13,,2024-05-17 13:58:05
306,64,TXN-000064,1,146,SKU-00146,SnackTime Trail Mix,Snacks,11.07,11.07,3,33.21,33.21,0.0,8.0,2.66,,2025-04-23 15:44:27
307,64,TXN-000064,2,144,SKU-00144,MeadowFresh Yogurt,Dairy,23.78,23.78,3,71.34,71.34,0.0,8.0,5.71,,2025-04-23 15:44:27
308,64,TXN-000064,3,94,SKU-00094,PureGlow Toothpaste,Personal Care,26.41,25.09,1,26.41,25.09,1.32,8.0,2.01,BULK5,2025-04-23 15:44:27
309,64,TXN-000064,4,73,SKU-00073,SeaHarvest Fish Fingers,Seafood,16.74,16.74,2,33.48,33.48,0.0,8.0,2.68,,2025-04-23 15:44:27
310,64,TXN-000064,5,39,SKU-00039,FrostyFoods Ice Cream,Frozen,2.42,2.42,1,2.42,2.42,0.0,8.0,0.19,,2025-04-23 15:44:27
311,64,TXN-000064,6,16,SKU-00016,CitrusBurst Apple Juice,Beverages,9.2,8.74,4,36.8,34.96,1.84,8.0,2.8,BULK5,2025-04-23 15:44:27
312,64,TXN-000064,7,88,SKU-00088,SeaHarvest Squid Rings,Seafood,45.96,45.96,1,45.96,45.96,0.0,8.0,3.68,,2025-04-23 15:44:27
313,65,TXN-000065,1,53,SKU-00053,CitrusBurst Orange Juice,Beverages,18.99,15.19,3,56.97,45.57,11.4,8.0,3.65,FLASH20,2024-05-12 17:01:59
314,65,TXN-000065,2,7,SKU-00007,CitrusBurst Orange Juice,Beverages,42.84,42.84,4,171.36,171.36,0.0,8.0,13.71,,2024-05-12 17:01:59
315,65,TXN-000065,3,128,SKU-00128,FarmHouse Milk,Dairy,12.47,11.85,3,37.41,35.55,1.86,8.0,2.84,WEEKEND5,2024-05-12 17:01:59
316,65,TXN-000065,4,31,SKU-00031,FrostyFoods Frozen Peas,Frozen,28.96,28.96,1,28.96,28.96,0.0,8.0,2.32,,2024-05-12 17:01:59
317,65,TXN-000065,5,67,SKU-00067,SeaHarvest Prawns,Seafood,23.9,23.9,2,47.8,47.8,0.0,8.0,3.82,,2024-05-12 17:01:59
318,66,TXN-000066,1,136,SKU-00136,MeadowFresh Milk,Dairy,12.07,11.47,3,36.21,34.41,1.8,8.0,2.75,BULK5,2024-11-27 16:27:26
319,66,TXN-000066,2,68,SKU-00068,PrimeChoice Chicken Breast,Meat,17.85,17.85,1,17.85,17.85,0.0,8.0,1.43,,2024-11-27 16:27:26
320,66,TXN-000066,3,17,SKU-00017,ButcherSelect Chicken Breast,Meat,18.3,18.3,2,36.6,36.6,0.0,8.0,2.93,,2024-11-27 16:27:26
321,66,TXN-000066,4,117,SKU-00117,FrostyFoods Fish Fillets,Frozen,15.66,14.88,2,31.32,29.76,1.56,8.0,2.38,BULK5,2024-11-27 16:27:26
322,66,TXN-000066,5,76,SKU-00076,PrimeChoice Sausages,Meat,52.38,52.38,1,52.38,52.38,0.0,8.0,4.19,,2024-11-27 16:27:26
323,66,TXN-000066,6,98,SKU-00098,MeadowFresh Yogurt,Dairy,28.67,28.67,3,86.01,86.01,0.0,8.0,6.88,,2024-11-27 16:27:26
324,66,TXN-000066,7,49,SKU-00049,HappySnacks Potato Chips,Snacks,5.85,5.85,1,5.85,5.85,0.0,8.0,0.47,,2024-11-27 16:27:26
325,67,TXN-000067,1,21,SKU-00021,SeaHarvest Prawns,Seafood,41.36,41.36,2,82.72,82.72,0.0,8.0,6.62,,2025-02-08 14:53:57
326,67,TXN-000067,2,111,SKU-00111,HarmonyCare Body Wash,Personal Care,10.39,8.83,2,20.78,17.66,3.12,8.0,1.41,MEMBER15,2025-02-08 14:53:57
327,67,TXN-000067,3,81,SKU-00081,ThirstQuench Cola,Beverages,37.45,33.71,2,74.9,67.42,7.48,8.0,5.39,PROMO10,2025-02-08 14:53:57
